,ABIO.PA,ABS.PA,ABVX.PA,ACCP.PA,ADOC.PA,ADP.PA,AIR.PA,AIRF.PA,AIRP.PA,AKA.PA,AKE.PA,AKW.PA,ALSO.PA,ALTUR.PA,AMPLI.PA,AMUN.PA,ASTP.PA,ASY.PA,ATAR.PA,ATEME.PA,ATOS.PA,AUBT.PA,AUER.PA,AURS.PA,AVQ.PA,AXAF.PA,AXW.PA,BATD.PA,BDRP.PA,BGBN.PA,BICP.PA,BIOX.PA,BITI.PA,BNPP.PA,BOIR.PA,BOLL.PA,BOND.PA,BOUY.PA,BVI.PA,CAFO.PA,CAGR.PA,CAPLI.PA,CAPP.PA,CARR.PA,CASP.PA,CATGR.PA,CBOT.PA,CDAF.PA,CGDM.PA,CHBE.PA,CIBP.PA,CITT.PA,CNIM.PA,CNPP.PA,COFA.PA,CRIP.PA,CTRG.PA,DANO.PA,DAST.PA,DBG.PA,DBV.PA,DMSP.PA,DTNC.PA,ECP.PA,EDEN.PA,EDF.PA,EGID.PA,EKI.PA,ELIOR.PA,ELIS.PA,ENGIE.PA,EPED.PA,ERMT.PA,ERYP.PA,ESIG.PA,ESLX.PA,ESSF.PA,ETL.PA,EUCAR.PA,EUFI.PA,EURA.PA,EXEP.PA,EXHO.PA,FALG.PA,FDJ.PA,FGA.PA,FNAC.PA,FOUG.PA,FPN.PA,GENX.PA,GEPH.PA,GETP.PA,GFCP.PA,GNFT.PA,GOEG.PA,GRBT.PA,GTCN.PA,GTT.PA,GVI.PA,HIGH.PA,HOP.PA,HRMS.PA,IMTP.PA,JCDX.PA,LEGD.PA,LTEN.PA,LVMH.PA,MICP.PA,MRSP.PA,MT.AS,ORAN.PA,OREP.PA,ORP.PA,PERP.PA,PRTP.PA,PUBP.PA,PYHE.PA,RENA.PA,SAF.PA,SASY.PA,SCHN.PA,SCOR.PA,SEVI.PA,SFPI.PA,SGEF.PA,SGOB.PA,SIGHT.PA,SOGN.PA,SOLB.BR,STDM.PA,STLA.PA,STM.PA,TCFP.PA,TEPRF.PA,UBIP.PA,URW.AS,VIE.PA,VIV.PA,VLOF.PA,WLN.PA,YAS.PA
LONG_TERM_INVEST/ASSETS_2,1.6875,0.0,0.0,17.356454720616572,0.0,10.786083276280575,14.10267539367003,6.066740898201572,1.5888518342067652,6.8471337579617835,0.9890218573830482,0.37220843672456577,5.779269202087994,67.6470588235294,0.0,53.498591011128624,0.0,20.278637770897834,15.151515151515152,2.272727272727273,0.9825732295142752,0.6134969325153374,0.6289308176100629,1.36986301369863,0.0,,0.5424954792043399,1.0126582278481013,,0.0,,1.6852327906312483,0.0,,0.1303780964797914,19.266121575808118,1.0421601136901941,8.086865542144078,1.8700787401574803,,,0.4618937644341801,0.7273608922293612,6.41225885432057,2.337796327994935,0.0,71.08208955223881,5.177603853100542,2.7777777777777777,2.9567854435178167,0.0,17.176470588235293,5.7057057057057055,,,3.0351437699680512,0.0,5.355728093804468,0.5392525708552797,1.9121813031161472,3.5175879396984926,,0.0,3.111111111111111,1.5680880330123796,10.932693903640581,0.0,0.746268656716418,1.360417443160641,0.0,9.133908472238488,1.784381066149022,1.0508757297748124,0.5988023952095808,0.43478260869565216,0.4235712219513203,5.6960266740761325,0.1567965263538777,0.6775485063135201,0.9993060374739764,24.178907410463772,0.5649717514124294,4.790575916230367,,35.931128228364294,0.49382716049382713,0.7259528130671506,1.9658851422550052,94.73684210526316,,0.5390143737166324,4.477798624140087,84.63060686015831,0.4366812227074236,1.3020833333333333,1.2037037037037037,0.0,0.8670520231213873,,0.0,4.3478260869565215,,2.0281838535493217,5.094228504122497,0.1843586260430817,2.9500301023479834,3.6594885598923286,4.295293102303658,0.1941747572815534,6.313493846507907,4.101788968030479,23.41836336687729,1.3729361091170136,4.615880173941053,6.542799644311321,0.9047267355982275,0.373134328358209,19.51807019374587,6.294928606597735,4.981688927186558,,,6.30066762041011,0.3824091778202677,2.355454702283796,4.527257240204429,0.0,,2.422727272727273,0.31826861871419476,2.102753089096033,0.6777937812420571,5.606743775730249,1.002038043478261,0.24330900243309003,90.19790165357138,9.276225377920293,15.521102009580227,2.300779558250325,1.620006291286568,0.0
LONG_TERM_INVEST/ASSETS_3,1.8335684062059239,0.0,0.0,,0.0,8.503782572149062,,5.149684611020258,1.6306334852658007,6.172839506172839,0.9085213032581454,0.0,4.461724294126529,62.857142857142854,0.0,47.94345839090233,,22.033898305084747,18.181818181818183,,1.2310886977158113,0.33112582781456956,0.6097560975609756,0.0,0.0,,0.5444646098003629,1.0443864229765014,,0.4484304932735426,,1.6722408026755853,0.0,,0.25,25.582819875328795,1.0360138135175136,8.456601382805829,2.317757009345794,,,0.3021148036253776,0.7463622679377823,6.550519733126974,2.7153951096652325,0.0,71.00591715976331,5.573147561747942,2.4128686327077746,3.484995159728945,0.0,17.747440273037544,6.285714285714286,,,2.1638330757341575,0.0,6.6043064687408215,0.49793711765542753,2.2254127781765973,1.4563106796116505,,,1.5053763440860215,1.6583480920946707,10.61682889325417,0.0,0.7692307692307693,1.5600924499229585,0.0,8.786465965099241,3.8782564707866114,3.3316921056950597,0.0,0.0,0.14904610492845788,5.566271700192891,0.26943802925327176,1.0096075557726754,0.8401920438957476,26.214767421753415,0.5698005698005698,4.8675541212854645,,38.16495851634944,0.2635046113306983,0.7022205352059214,0.8825684406847399,85.71428571428571,,5.065666041275797,0.14684287812041116,76.85268079180344,0.0,1.2224938875305624,1.0493179433368311,0.0,1.2096774193548387,,0.9216589861751152,3.0927835051546393,,2.236207820032137,10.134288272157566,0.37139219015280134,2.9619181946403383,3.5997419539817934,2.5527367712827007,0.4662004662004662,7.684912716742676,3.9727737050205034,24.12914909872945,1.5471892728210417,3.034711414845389,1.567814833639598,0.975609756097561,2.7586206896551726,19.214915513334972,7.2657094333796515,5.438169376734494,,,6.561072190070058,0.4,2.389582109651448,0.8295576422176987,0.0,,2.596615542398956,0.7840342124019958,2.2170531365850112,0.818616629874908,,0.9576837416481069,3.7789661319073082,93.58710483106312,10.316630962955223,26.188807103633604,3.8266613518592334,1.2490537471612415,0.0
NET_PROFIT_MARGIN_0,10.869565217391305,-1500.0,-inf,-122.64034546576188,,-54.70285446888161,-2.2699951915371055,-63.834776334776336,11.886746399804736,-11.177644710578843,4.211060375443937,9.071504802561366,2.811610700056915,-inf,-15.909090909090908,20.12397609032544,2.857142857142857,-4.670912951167728,-23.80952380952381,0.0,4.919059118146857,6.103286384976526,-2.7777777777777777,3.4482758620689653,2.1231422505307855,2.791477347920067,2.6936026936026938,2.8795811518324608,,4.794520547945205,5.716041794714198,12.957023733162284,50.72463768115942,9.579125720094883,5.0682261208577,1.7628271599817495,2.0518358531317493,2.006110566668588,2.7168006955009782,-3.481012658227848,inf,1.4285714285714286,6.03861686017163,0.8884268884268884,-2.7222393109812364,6.097560975609756,13.592233009708737,-16.910569105691057,2.0161290322580645,-5.9523809523809526,0.0,0.05707762557077625,-20.569620253164558,3.88410967574877,8.807733619763695,4.987834549878346,-0.7843137254901961,8.281117696867062,11.028751123090746,0.8522727272727273,-1445.4545454545455,-15.625,0.0,297.5609756097561,16.245733788395903,0.9416059451550752,0.0,3.260869565217391,-12.17544744139148,0.10691375623663578,-2.7551075317034672,-2.6170036001107726,-18.998029833943146,,0.7575757575757576,0.5890914131263428,-7.118089000192641,17.35604217356042,-36.59090909090909,9.911732254505333,-4.344262295081967,-1.3262599469496021,-1.630350395942239,-300.0,11.099531005732151,-27.941176470588236,0.01335113484646195,2.2510354763191067,-inf,6.25,-49.77426636568849,-13.742331288343559,23.05389221556886,-1442.857142857143,-2.1645021645021645,2.3876404494382024,24.166666666666668,50.0,-500.0,2.9411764705882355,-6.6115702479338845,21.67788386288934,0.7898894154818326,-28.77560743211053,11.16576487948844,4.2042042042042045,10.530559225997179,3.0875958766915823,-4.337899543378995,-1.3760090107002065,11.407617695765317,12.728636753358103,4.07955124936257,14.800543970988214,16.412213740458014,5.339265850945495,-5.936073059360731,-18.42020518010765,2.116529372857916,32.95244721560652,8.450256369490043,1.367461430575035,-1.3248881399267824,3.4136546184738954,2.8272251308900525,1.195971464540495,,-inf,-9.903232448013178,18.691099476439792,0.03345793529927546,6.791271161561797,2.8431834235931244,5.652477320307048,4.633378317588844,-272.562358276644,0.33834441923949404,8.949658172778124,-6.625699683621319,5.933745904623225,0.0
NET_PROFIT_MARGIN_1,8.712871287128714,-2100.0,-inf,11.43492220301309,,12.51063829787234,-1.9325179488634752,1.0666078193387032,10.223540145985401,4.053303720155469,6.214236667429618,5.631244323342416,5.694427508840385,,-7.8431372549019605,20.164003364171574,0.9950248756218906,5.4325955734406435,8.333333333333334,6.0606060606060606,29.340697273041076,6.235011990407674,-0.5434782608695652,1.7391304347826086,0.0,2.8790084742599023,1.6722408026755853,1.1940298507462686,,6.083650190114068,9.030271934325295,10.172026925953627,48.648648648648646,9.800700306983883,7.1813285457809695,0.9580163426317273,1.8920812894183603,3.121621977906088,7.197489703863503,-6.578947368421052,inf,0.0,6.060176991150443,1.518707345364301,-4.089493061455678,11.688311688311689,10.909090909090908,7.259953161592506,0.3976143141153082,3.6676646706586826,0.0,2.8938906752411575,-34.01360544217687,2.9694010690685633,12.372881355932204,2.3961661341853033,1.8867924528301887,7.628425673270851,15.306122448979592,2.033271719038817,-1228.5714285714287,-9.67741935483871,-0.0,-137.68115942028984,19.18819188191882,7.2252512369125546,-6.451612903225806,1.075268817204301,5.5047735120861265,4.327948796098751,1.6400812547870391,3.314948221521837,-5.0122582402615095,,-19.607843137254903,6.187464059804485,0.15547894274318935,23.239436619718308,0.9596293845135672,4.2744410346339325,2.4145299145299144,0.5154639175257731,3.029060763414412,-1700.0,6.80306905370844,-12.331838565022421,1.4153511159499184,3.879079721776351,-inf,3.7037037037037037,-5.088495575221239,14.56221198156682,222.46696035242292,-162.5,7.299270072992701,4.534313725490196,-10.0,49.65277777777778,-400.0,5.142857142857143,0.5076142131979695,22.19962225773645,2.779053743683969,7.599655864640091,12.594382361824222,6.252382767823104,13.361281907956027,7.255023824321524,1.5384615384615385,-3.475182326701126,7.1120791704152655,12.553141632912663,6.229946524064171,3.90625,14.531259837562173,7.644759567312063,3.1198686371100166,-0.2538847975223725,9.749780859032592,7.4566182137067845,8.885043081228368,2.5337736415490846,1.948376353039134,0.5338078291814946,6.686767993764486,3.302562657083128,,inf,1.0599447759864613,16.25,6.120883285422463,4.049811636668062,6.092060214118798,7.469654528478058,-7.841907151819322,32.633136094674555,2.2951302045019863,9.957227324191722,1.6070236689428556,13.061738765224696,-10.256410256410257
NET_PROFIT_MARGIN_2,10.280373831775702,-2600.0,-inf,68.03778184034125,,15.22335912153731,4.793821715039163,1.6014031341747055,10.056636999666841,3.3222591362126246,8.01950998185118,5.743879472693032,8.436570862239842,inf,-9.0,18.037974683544302,3.5555555555555554,4.2792792792792795,10.0,1.7857142857142858,5.907212622088655,6.75,0.9216589861751152,7.8431372549019605,-15.267175572519085,1.9883355931573765,3.5335689045936394,2.422145328719723,,6.938775510204081,8.876346844535659,10.450227178851714,47.5,10.214579459547496,9.437086092715232,1.0206740792216817,2.5927259632697157,3.6788074813668965,6.923879040667362,-5.68561872909699,inf,3.2085561497326203,5.531560203076457,-0.755062966858129,-0.3384774252768057,5.555555555555555,11.904761904761905,7.116104868913857,1.0706638115631693,4.73970473970474,-0.0,3.602882305844676,4.644412191582003,3.6534809703388698,10.99099099099099,4.537521815008726,1.7857142857142858,9.529025191675794,16.36468219729652,2.432339842411785,-1200.0,-20.833333333333332,-15.384615384615385,-73.64864864864865,18.432510885341074,1.7170950894289967,-6.451612903225806,-0.0,0.6958657388456816,2.6172997127353974,1.811575122439307,3.9945217986761015,1.395973154362416,,2.158273381294964,9.997230684021046,-0.8483134720258534,25.73807721423164,4.745646978490953,5.897910605659878,5.611543747136968,4.64839094159714,3.190081834664576,-inf,9.433962264150944,2.34192037470726,2.0894685177394474,3.724097098875074,-inf,2.6315789473684212,-8.458961474036851,12.048192771084338,150.75075075075074,-1128.5714285714287,-0.3952569169960474,5.830164765525982,14.814814814814815,57.95918367346939,-600.0,4.624277456647399,1.3793103448275863,23.550117331545422,12.178649237472767,6.193021062558944,12.856428214107053,6.919347730277655,13.569384529961987,7.613037951697839,1.8907563025210083,6.772059500480054,4.721973852734346,14.459665144596652,6.434630008774495,15.857111740361576,27.178924259055982,9.23525273841825,4.1441441441441444,5.750709695396994,6.102259215219976,12.069400454074053,9.074650077760497,2.046653530795144,1.9271825053372569,2.3679417122040074,6.756205834390288,0.9503518935222866,,inf,7.770599168067971,17.16171617161716,3.267760750643046,16.85637417218543,6.1877128800302765,7.0254447196577345,5.365853658536586,37.710314557425015,1.6955030634657624,0.911570485213896,2.8550512445095166,5.813953488372093,-13.513513513513514
NET_PROFIT_MARGIN_3,9.273182957393484,-2700.0,-inf,16.113914924297045,,15.786563450373237,4.000203314018502,0.6301465187304287,10.806427834291611,2.923538230884558,6.918087917367283,8.203125,4.968690443778927,inf,-12.903225806451612,16.86896210056973,4.597701149425287,102.27848101265823,11.11111111111111,6.25,5.010003334444815,6.515580736543909,1.9704433497536946,7.0588235294117645,-4.968944099378882,4.672215031755109,1.3377926421404682,2.293577981651376,,3.2653061224489797,14.061734443900049,10.402097902097902,47.36842105263158,10.719664000221053,12.641815235008103,3.7901510606969517,2.5936599423631126,3.2864562767670016,6.568564725954361,-0.0,inf,3.0864197530864197,6.54690618762475,-0.6557579499845632,0.2628466289919832,2.380952380952381,20.0,4.105960264900662,2.4070021881838075,4.8841059602649,0.0,3.4739454094292803,3.1847133757961785,2.8995980308025833,7.538601271571299,4.690431519699812,1.593625498007968,9.870224085120103,16.07806691449814,2.7828634199926765,-1315.3846153846155,-7.407407407407407,-0.0,-37.10407239819005,18.257575757575758,4.889662824385132,-0.0,-17.647058823529413,1.7598504905777916,1.8695850433196535,2.2156573116691285,3.5314231812286287,5.753968253968254,,1.4814814814814814,11.32404181184669,1.2024353120243532,20.93525179856115,2.5300705101617584,7.270279367216426,13.924418604651162,5.148741418764302,3.4930911199149675,-inf,10.215664018161181,5.675675675675675,0.4967776584317938,3.5658511192087454,-200.0,0.0,-49.66183574879227,10.852713178294573,337.1886120996441,-916.6666666666666,-5.755395683453237,5.700123915737299,21.25,50.21645021645022,-450.0,4.697986577181208,1.342281879194631,22.00396467832042,8.560130262851827,6.30718954248366,12.880434782608695,7.409274193548387,12.583262970259874,7.741347905282331,1.8475750577367205,6.65123254561074,4.510634132014978,13.760903815855205,2.8362014021669855,18.08071543224031,16.50485436893204,8.413039234823346,3.406813627254509,8.868470307980262,27.78456277479238,23.235139836006738,8.689326274097725,1.8628281117696868,1.8690996641956537,4.9603174603174605,6.7227713083471965,3.837294780691007,,inf,9.650400582665695,14.893617021276595,3.3018064882247233,2.6117167844734634,4.4591843436001835,7.464114832535885,8.03004043905257,117.37247353224254,1.5996454186477556,9.72722182225422,4.744644016446657,6.765463917525773,-16.666666666666668
OPERATING_MARGIN_0,75.88932806324111,1600.0,inf,200.1233806292412,,164.2957416939635,101.02179836512262,154.1125541125541,82.18208445203808,111.31071190951431,92.3896499238965,88.58057630736393,96.58508821855436,inf,103.4090909090909,72.92450741642683,95.42857142857143,95.54140127388536,123.80952380952381,98.57142857142857,94.18656649673554,90.84507042253522,103.47222222222223,94.25287356321839,94.90445859872611,95.27989765759408,93.93939393939394,92.40837696335079,,89.72602739726027,90.41180086047942,82.2963438101347,47.82608695652174,86.68654693324297,92.5925925925926,93.15608279065908,96.508279337653,96.76024672854096,91.1323625298848,94.62025316455696,,92.14285714285714,90.52246340232206,97.62300762300762,98.06828668102122,91.46341463414635,78.64077669902913,118.04878048780488,95.76612903225806,106.47321428571429,92.85714285714286,98.8013698630137,115.82278481012658,92.78706447622062,83.99570354457572,93.18734793187348,94.90196078431373,88.1541066892464,84.95058400718779,97.68668831168831,1527.2727272727273,112.5,100.0,-236.58536585365854,71.80887372013652,94.38657994234474,96.55172413793103,96.73913043478261,108.29342072094782,95.75908766928012,97.33637064806013,99.70229853226253,113.67858148043906,,96.96969696969697,96.8674197796105,107.91754960508572,71.85725871857258,128.4659090909091,81.18793674144906,98.5792349726776,99.20424403183024,99.6635784897262,400.0,84.73163105784262,131.37254901960785,97.34312416555407,92.71865057926647,inf,91.25,119.52595936794583,83.43558282208589,61.82634730538922,1285.7142857142858,103.8961038961039,94.10112359550561,80.83333333333333,40.4040404040404,600.0,91.17647058823529,106.61157024793388,67.55360776334325,96.36650868878357,122.67746545974273,82.5381210034432,94.89489489489489,82.14597657387293,93.14573257120524,101.59817351598174,96.03904636756148,86.93872722971375,83.92397827950843,88.092809790923,73.24342701722574,74.82442748091603,90.88802373007044,99.08675799086758,104.69015963564429,94.42607179363839,62.15847360111322,87.72606224412735,97.20079476390836,97.8150967516997,94.57831325301204,94.40245845663556,96.24422996223248,,,106.84578958204654,75.28795811518324,97.30721306936177,87.93424014091399,95.47916176124323,90.31751570132589,86.9995501574449,301.36054421768705,96.8895382367642,90.95090118085767,103.52275492820638,91.15398616672734,92.6829268292683
OPERATING_MARGIN_1,78.61386138613861,1900.0,inf,83.35391454680168,,77.0,98.10011634836403,96.28526242230313,83.54470802919708,93.28151027207107,90.77592126344702,91.9164396003633,93.35446896719913,,100.98039215686275,72.77123633305298,98.00995024875621,94.56740442655935,87.5,92.42424242424242,94.30445288229203,90.40767386091127,100.54347826086956,95.65217391304348,98.0440097799511,95.63967596222048,95.31772575250837,94.32835820895522,,92.01520912547528,87.01898409440739,86.16305160807778,51.351351351351354,86.33681887950883,87.97127468581688,94.93217405305317,96.42606867554309,95.52848743705344,85.859972543636,97.36842105263158,,91.04477611940298,89.85486725663716,98.52580183971298,98.27527612574342,89.6103896103896,83.63636363636364,87.58782201405153,96.81908548707753,94.16167664670658,100.0,94.81511254019293,130.4421768707483,94.26322656677469,81.01694915254237,94.88817891373802,96.22641509433963,87.19895598528889,79.76605276256844,96.37707948243992,1321.4285714285713,109.6774193548387,100.0,185.5072463768116,67.89667896678966,90.52938455716428,106.45161290322581,97.84946236559139,97.29839528742636,89.78969826272478,93.879250058277,94.29873930661864,94.08880414056115,,121.56862745098039,90.35077630822312,99.99324004596768,61.89358372456964,91.76042356055592,87.43971942130645,92.37179487179488,98.58247422680412,95.17627767149494,1500.0,90.33248081841433,106.50224215246637,96.39357648339684,89.63616907437132,inf,87.65432098765432,82.07964601769912,62.30414746543779,-143.6123348017621,245.0,98.17518248175182,93.75,105.0,40.97222222222222,600.0,90.85714285714286,98.4771573604061,66.01772482928955,94.7634359209922,86.80814453685116,81.30474176985805,90.92642012962257,78.99571455189118,88.85021752641393,96.92307692307692,100.88791333286129,85.96050949382074,82.8909048304489,85.53475935828877,88.42329545454545,70.97525656362149,88.48286519407327,95.23809523809524,96.2709544988026,84.73185114351742,91.69567643698015,87.48435083584947,95.71900330231162,92.97807382736609,97.86476868327402,88.38225339979078,93.93747210673432,,,97.18535672931326,76.94444444444444,95.37375100520396,89.16910841356216,91.06570295092658,88.40336134453781,103.76411543287327,75.53254437869822,95.08974547594526,91.65303811800227,95.02490116547723,82.69634607307854,110.25641025641026
OPERATING_MARGIN_2,75.93457943925233,3000.0,inf,97.775746496039,,72.0239580733716,92.07622396282983,94.68867960498723,84.3558136214364,94.01993355481727,89.47368421052632,93.1261770244821,94.94549058473736,inf,100.0,75.48523206751055,94.66666666666667,94.14414414414415,90.0,98.21428571428571,94.08339594290007,90.25,97.6958525345622,88.23529411764706,95.41984732824427,98.32370586377904,93.63957597173145,93.42560553633218,,91.0204081632653,86.76244227809133,85.70838496489054,50.0,86.14530598949497,82.45033112582782,94.3493745656706,95.8228303925099,94.85585712276755,86.71532846715328,94.98327759197325,,91.44385026737967,90.52057285746761,98.89032710406386,97.24054844816706,94.44444444444444,78.57142857142857,87.89013732833958,97.00214132762312,93.16239316239316,100.0,94.95596477181745,95.93613933236574,93.09155099093316,81.62162162162163,92.67015706806282,95.53571428571429,88.87266236663827,77.91199309749784,96.71120246659815,1306.25,120.83333333333333,115.38461538461539,147.97297297297297,68.79535558780842,92.04329939019053,106.45161290322581,100.0,99.07900122799836,92.18001915097351,95.35696104762407,93.66582971924218,89.39597315436242,,94.96402877697842,87.08575648481492,101.13781727597119,60.18168054504164,87.40184363263913,86.22057656704575,91.36509390746679,92.61025029797378,95.11442152202676,inf,85.73806881243063,92.97423887587821,96.28383115972514,89.30728241563055,inf,93.42105263157895,115.07537688442211,63.57738646895273,-68.01801801801801,1085.7142857142858,100.0,91.12801013941699,91.35802469135803,35.10204081632653,800.0,91.90751445086705,97.93103448275862,64.3312101910828,101.93899782135077,88.9971707010374,81.00717025179256,90.56853239312473,78.90701746892752,88.42382422371527,97.89915966386555,91.3997869346205,88.330393175612,82.08040984519434,86.9844983913425,74.13417556087998,72.76253201609953,86.90583860918501,94.77477477477477,94.79788920043887,89.70273483947682,86.89351683157216,86.79626749611198,95.81770800228819,93.75108187640645,95.26411657559198,88.85667693422721,96.52415377986307,,,91.27356403221523,75.16501650165017,95.328406332645,85.97889072847683,90.70266178882301,89.07903625309615,91.3821138211382,37.381126554498906,94.82100882432276,99.1817398794143,94.00230077389668,88.02325581395348,113.51351351351352
OPERATING_MARGIN_3,79.69924812030075,3000.0,inf,85.65248738284066,,70.91512303013548,95.48473450577751,99.93814512699579,85.15897587105017,94.37781109445277,89.85106894066779,88.671875,96.4062074598421,-inf,101.0752688172043,76.04656923458013,91.37931034482759,96.45569620253164,83.33333333333333,89.58333333333333,92.70590196732245,90.36827195467423,97.53694581280789,87.05882352941177,103.72670807453416,94.17948409234566,90.96989966555184,94.4954128440367,,93.87755102040816,81.62665360117589,86.23251748251748,52.63157894736842,84.37435238529449,79.74068071312804,93.9193979385941,95.71325648414985,95.38620417337424,87.07613563659629,98.48484848484848,,90.12345679012346,90.55489021956087,99.13553565915406,98.07596267577868,97.61904761904762,68.75,87.01986754966887,95.84245076586433,93.37748344370861,100.0,94.87179487179488,96.3375796178344,93.77173569396143,85.92188919164396,92.6829268292683,95.2191235059761,85.12413348379816,77.41635687732342,95.49615525448553,1400.0,111.11111111111111,100.0,133.4841628959276,68.03030303030303,91.31325895333785,103.33333333333333,117.6470588235294,95.99750817629652,94.71044231646147,95.40922519135222,93.74484141021107,85.57256235827664,,94.07407407407408,85.3331881533101,98.40182648401826,60.143884892086334,90.75072583990045,86.53651969033996,81.36627906976744,91.76201372997711,94.30862885302928,inf,85.35754824063564,93.78378378378379,97.08646616541354,89.09422175950026,300.0,97.14285714285714,105.60386473429952,64.72868217054264,-256.4056939501779,1050.0,104.67625899280576,90.08674101610904,92.5,40.25974025974026,550.0,91.94630872483222,97.31543624161074,65.36312849162012,88.36938822982088,92.2875816993464,81.43115942028986,91.12903225806451,80.97147950089126,88.01912568306011,95.3810623556582,92.08782888510316,88.30612594532417,83.0918802597702,86.80688336520076,73.67576243980739,76.64355062413316,87.1559633027523,92.58517034068136,93.52390675514718,85.1856375183195,83.9761464343889,87.02663379541688,96.80192796196184,94.35468542102262,93.25396825396825,88.86877385262746,93.84709629992649,,,91.1143481427531,79.46345975948196,93.18736404048047,87.0731999520786,92.55270243646154,91.50717703349282,87.17504332755632,-39.7497593840231,95.30985574985897,91.85665146788257,92.52326336290847,88.01546391752578,111.11111111111111
R&D_0,,1200.0,,,,2.2411953041622197,50.47686329918756,,,,15.568475452196383,,17.76173285198556,,,,,,43.75,26.31578947368421,,,,,,,,,,0.0,3.1969309462915603,22.703936109526527,,,0.7614213197969543,,,,,,,,,,,,,,,,,,,,,1.82648401826484,,2.8450629789482957,2.025931928687196,,727.2727272727273,,,,,,,35.294117647058826,,,,23.150033944331298,2.198768689533861,,3.061224489795918,6.521217933349317,,,,,,,,400.0,,,,,,,-25.625,,,1000.0,,3.4862385321100917,,3.875968992248062,-100.0,,,,,,10.021991831605403,,,11.303587051618548,,9.649468294604175,,4.711862749890024,,,,,7.0,18.830539005126784,,21.922100587022054,7.069712485230406,,,,,4.519119351100811,,,8.416433984842442,8.383233532934131,10.538078047103317,34.80364257256687,26.02287166454892,,16.96522655426765,0.13458950201884254,,,49.28074245939675,,
R&D_1,,1500.0,,,,1.6507177033492824,31.96573060447406,,,,13.09836927932667,,16.83778234086242,,,,,,19.047619047619047,19.444444444444443,,,,,,,,,,0.0,,25.511596180081856,,,0.4662004662004662,,,,,,,,,,,,,,,,,,,,,2.395209580838323,,2.828592150858248,2.0390070921985815,,823.0769230769231,,,,,,,34.69387755102041,,,,16.901408450704224,3.3373063170441,,42.64705882352941,5.146023100760635,,,,,,,,-150.0,,,,,,,5.912596401028278,,,139.47368421052633,,3.252032520325203,,3.5587188612099645,-100.0,,,,,,9.07768402676753,,,9.700649534029935,,8.235294117647058,,4.516691122523844,,,,,4.964539007092198,15.746872700515084,,23.4457220814656,6.120167675826735,,,,,4.292557111274871,,,8.045591686221924,10.561497326203208,8.403090792015455,34.284873454973514,24.275923059915986,,17.300521998508575,0.8,,,37.203242617255356,,
R&D_2,,2600.0,,,,1.7838405036726128,36.6109024695573,,,,12.0,,16.561844863731658,,,,,,18.75,18.51851851851852,,,,,,,,,,0.0,,25.038402457757297,,,0.6396588486140725,,,,,,,,,,,,,,,,,,,,,1.948051948051948,,2.809931219594028,21.27444369521241,,786.6666666666666,,,,,,,36.170212765957444,,,,13.116197183098592,2.7888446215139444,,30.693069306930692,2.8294862248696946,,,,,,,,-200.0,,,,,,,11.406844106463879,,,1140.0,,3.852596314907873,,5.785123966942149,-50.0,,,,,,8.826351135273425,,,9.952388266011365,,3.162486368593239,,4.662076001020148,,,,,4.580152671755725,14.989168471921346,,24.296675191815858,5.944438912675495,,,,,4.2761608740698875,,,9.785831960461286,9.538950715421304,9.401986883968574,30.42387060791969,21.55615365793981,,15.50131926121372,0.10075566750629723,,,34.02286336418073,,
R&D_3,,2600.0,,,,1.4484356894553883,40.84097191910374,,,,12.641204948897256,,16.16078753076292,,,,,,13.333333333333334,13.793103448275861,,,,,,,,,,0.0,,25.103220478943022,,,0.6134969325153374,,,,,,,,,,,,,,,,,,,,,2.8368794326241136,,2.8074207847644064,20.915032679738562,,1054.5454545454545,,,,,,,29.41176470588235,,,,13.267233238904627,3.3696729435084243,,28.8659793814433,1.0348395998620215,,,,,,,,-inf,,,,,,,9.13978494623656,,,1075.0,,2.9173419773095626,,5.240174672489083,inf,,,,,,8.710680954026962,,,8.971308607417775,,3.8734847429288,,4.698885555079297,,,,,4.6875,14.430976978768404,,22.23667100130039,5.274794693619709,,,,,4.331087584215592,,,7.6150356448476995,9.566787003610107,9.400749063670412,33.463668947539915,21.617250673854446,,13.449477351916377,0.18050541516245489,,,32.01983298538622,,
