,as_of,ticker
21780,2020-02-26,WTW
21781,2021-10-28,WTW
21782,2022-02-24,WTW
21787,2022-10-27,WTW
21788,2023-02-24,WTW
21789,2023-04-27,WTW
21873,2012-02-24,XEL
21874,2010-04-30,XEL
21875,2010-07-30,XEL
21876,2009-10-30,XEL
21879,2013-02-22,XEL
21880,2012-04-27,XEL
21881,2012-08-03,XEL
21882,2012-10-26,XEL
21883,2013-10-25,XEL
21884,2014-02-21,XEL
21885,2014-05-02,XEL
21889,2014-08-01,XEL
21890,2014-10-31,XEL
21891,2016-02-19,XEL
21892,2011-07-29,XEL
21893,2011-10-28,XEL
21894,2016-05-10,XEL
21895,2016-08-04,XEL
21896,2016-10-28,XEL
21897,2013-05-03,XEL
21898,2013-08-02,XEL
21899,2018-04-27,XEL
21900,2017-10-27,XEL
21901,2018-07-27,XEL
21902,2018-10-26,XEL
21903,2017-02-24,XEL
21904,2019-04-26,XEL
21905,2019-08-01,XEL
21906,2019-10-25,XEL
21907,2020-05-07,XEL
21908,2020-07-31,XEL
21909,2021-07-29,XEL
21910,2021-10-28,XEL
21911,2019-02-22,XEL
21912,2022-04-28,XEL
21913,2022-07-28,XEL
21914,2022-10-27,XEL
21915,2024-04-25,XEL
21916,2024-08-01,XEL
21917,2024-10-31,XEL
21919,2020-10-29,XEL
21920,2021-04-29,XEL
21925,2023-04-27,XEL
21926,2023-07-27,XEL
21927,2023-10-27,XEL
21932,2025-04-24,XEL
21933,2025-07-31,XEL
21934,2025-10-30,XEL
21935,2026-04-30,XEL
22080,2017-08-08,YUM
22081,2016-10-11,YUM
22082,2017-11-08,YUM
22083,2018-02-22,YUM
22084,2018-05-09,YUM
22230,2011-02-25,ALB
22241,2014-07-30,ALL
22246,2009-10-30,AXP
22284,2013-04-16,CSX
22310,2014-07-31,EXC
22311,2015-04-29,EXC
22312,2020-11-03,EXC
22320,2015-02-27,ALLE
22332,2013-07-29,AXP
22333,2013-10-29,AXP
22345,2009-12-11,AMAT
22354,2019-02-19,FE
22359,2021-04-22,FE
22368,2014-10-29,ALL
22392,2021-08-04,ALL
22398,2014-11-07,FITB
