,as_of,ticker
18685,2016-08-25,ULTA
18690,2016-02-24,ROL
18691,2017-02-24,ROL
18692,2017-11-30,ULTA
18697,2011-05-09,PNC
18698,2020-10-28,ROL
18702,2010-08-09,PNC
18703,2011-11-08,PNC
18710,2018-05-03,PNC
18713,2018-04-03,ULTA
18714,2018-06-01,ULTA
18715,2020-05-05,PNC
18716,2020-08-04,PNC
18718,2022-08-02,PNC
18719,2022-11-02,PNC
18726,2019-04-02,ULTA
18727,2019-05-30,ULTA
18750,2020-08-27,ULTA
18755,2010-02-24,RSG
18805,2021-12-02,ULTA
18815,2009-08-10,PSA
18816,2009-11-09,PSA
18818,2022-03-25,ULTA
18819,2022-05-26,ULTA
18837,2009-08-06,UNH
18838,2009-11-03,UNH
18861,2014-11-25,SWKS
18862,2012-02-08,PTC
18863,2012-05-09,PTC
18868,2014-11-26,PTC
18869,2014-02-04,PTC
18870,2014-05-06,PTC
18871,2015-11-24,SWKS
18872,2017-02-09,PTC
18873,2018-02-06,PTC
18874,2017-11-29,PTC
18875,2017-08-08,PTC
18876,2019-08-07,SWKS
18879,2020-01-24,SWKS
18885,2009-11-09,PWR
18886,2010-03-01,PWR
18887,2010-05-10,PWR
18904,2016-02-11,PYPL
18909,2019-04-25,PYPL
18910,2019-07-25,PYPL
18911,2018-10-23,PYPL
18922,2011-11-02,QCOM
18975,2014-05-08,REGN
18976,2014-08-05,REGN
18983,2017-05-04,REGN
18984,2016-08-04,REGN
18985,2016-11-04,REGN
18986,2017-02-09,REGN
19017,2019-02-08,RJF
19024,2025-08-06,RJF
19025,2025-11-25,RJF
19026,2011-05-26,RL
19036,2010-12-17,SNPS
19037,2010-09-08,SNPS
19038,2011-03-02,SNPS
19039,2012-03-06,SNPS
19069,2012-08-29,TECH
19088,2011-02-25,ROL
19092,2012-04-27,ROL
19093,2012-02-28,ROL
19094,2014-02-26,ROL
19095,2015-02-25,ROL
19096,2019-04-26,ROL
19097,2019-07-26,ROL
19098,2014-02-27,SPG
19099,2009-07-31,TEL
19103,2022-10-27,ROL
19104,2023-04-27,ROL
19108,2009-08-17,ROP
19119,2010-02-24,SPGI
19131,2009-08-05,VTR
19132,2009-11-04,VTR
19147,2018-11-09,TER
19153,2021-05-07,TER
19157,2025-08-01,TER
19195,2009-08-10,STT
19207,2011-02-25,SBAC
19224,2009-07-24,UNP
19225,2009-10-22,UNP
19228,2009-08-05,SBUX
19235,2011-04-29,STZ
19240,2010-10-12,STZ
19241,2011-01-10,STZ
19249,2009-08-06,SCHW
19259,2024-08-09,SW
19260,2024-11-08,SW
19273,2011-07-19,URI
19274,2011-10-18,URI
19303,2017-02-07,SWKS
19304,2017-05-03,SWKS
19310,2020-05-05,SWKS
19311,2021-07-30,SWKS
19317,2010-02-05,SLB
19324,2015-05-01,SYF
19325,2015-07-31,SYF
19326,2015-10-30,SYF
19387,2013-12-13,VEEV
19436,2010-02-25,SPG
19439,2015-11-04,SPG
19451,2010-08-11,TDG
19472,2010-11-10,TDY
19496,2010-11-09,TECH
19497,2011-02-09,TECH
19498,2011-05-10,TECH
19501,2009-08-07,STLD
19502,2014-02-04,TECH
19503,2014-05-12,TECH
19512,2015-04-23,VRSN
19516,2018-02-16,VRSN
19524,2023-10-26,VRSN
19527,2018-11-06,VRT
19528,2020-05-07,VRT
19529,2020-08-05,VRT
19535,2010-11-03,STX
19540,2010-08-03,VRTX
19541,2010-10-28,VRTX
19542,2011-02-17,VRTX
19543,2011-11-03,VRTX
19547,2018-08-10,TER
19559,2019-05-01,VRTX
19561,2023-05-05,TER
19562,2024-08-02,TER
19563,2024-11-01,TER
19566,2023-02-10,VRTX
19575,2026-05-05,VRTX
19584,2024-06-07,SW
19604,2009-12-21,A
19617,2016-08-03,SWKS
19618,2016-11-22,SWKS
19621,2020-07-24,SWKS
19640,2011-01-19,AAPL
19643,2012-04-25,AAPL
19644,2013-01-24,AAPL
19680,2009-08-05,T
19681,2009-11-05,T
19754,2011-03-03,TDY
19778,2011-08-29,TECH
19781,2013-08-29,TECH
19782,2014-11-10,TECH
19817,2011-03-01,TER
19818,2010-08-12,TER
19819,2010-11-10,TER
19822,2010-08-03,VRSN
19823,2010-10-29,VRSN
19830,2016-05-13,TER
19831,2016-08-12,TER
19832,2016-11-10,TER
19833,2019-05-10,TER
19836,2021-08-06,TER
19837,2021-11-05,TER
19838,2009-11-24,ADI
19839,2010-02-17,ADI
19840,2025-05-02,TER
19841,2009-11-09,TFC
19842,2023-02-17,VRSN
19843,2022-10-27,VRSN
19844,2023-04-27,VRSN
19847,2013-11-26,ADI
19848,2026-04-23,VRSN
19849,2026-07-23,VRSN
19868,2014-11-06,VRTX
19875,2017-04-28,VRTX
19876,2017-07-28,VRTX
19884,2023-05-02,VRTX
19901,2009-10-05,A
19927,2009-07-22,AAPL
19931,2013-07-24,AAPL
20016,2017-11-13,VICI
20059,2020-11-05,VRT
20077,2010-02-25,AIZ
20078,2009-08-06,AIZ
20079,2009-11-04,AIZ
20083,2017-05-04,AIZ
20088,2011-11-22,ADI
20089,2012-08-21,ADI
20090,2012-11-27,ADI
20091,2023-08-03,AIZ
20092,2023-11-02,AIZ
20093,2025-02-20,AIZ
20099,2015-07-23,VRSN
20100,2015-10-22,VRSN
20101,2016-02-19,VRSN
20105,2018-07-26,VRSN
20106,2018-10-25,VRSN
20107,2019-04-25,VRSN
20109,2022-04-28,VRSN
20110,2022-07-28,VRSN
20114,2024-07-25,VRSN
20131,2017-10-30,VRTX
20132,2018-02-15,VRTX
20133,2018-07-26,VRTX
20138,2021-11-03,VRTX
20139,2022-05-06,VRTX
20140,2022-08-05,VRTX
20141,2022-10-28,VRTX
20170,2010-08-05,WAB
20171,2010-11-08,WAB
20179,2010-10-28,CMS
20182,2011-04-21,AAPL
20183,2011-07-20,AAPL
20282,2009-07-31,TMO
20283,2009-10-30,TMO
20297,2010-01-22,ADBE
20298,2009-06-26,ADBE
20308,2010-05-05,AIZ
20309,2010-08-05,AIZ
20310,2010-11-03,AIZ
20317,2015-02-19,AIZ
20318,2016-05-03,AIZ
20322,2018-11-08,AIZ
20326,2009-08-18,ADI
20327,2011-02-15,ADI
20328,2010-05-18,ADI
20332,2012-05-22,ADI
20333,2025-08-07,AIZ
20334,2025-11-06,AIZ
20350,2009-11-06,ADM
20351,2010-02-08,ADM
20399,2010-03-19,ADSK
20400,2009-06-03,ADSK
20401,2009-08-28,ADSK
20402,2009-12-08,ADSK
20405,2012-03-15,ADSK
20416,2011-11-07,TRGP
20487,2010-02-26,AFL
20519,2018-08-09,AIZ
20527,2024-02-15,AIZ
20528,2024-05-09,AIZ
20529,2024-08-08,AIZ
20530,2024-11-07,AIZ
20538,2011-03-01,TMUS
20560,2010-08-03,TSCO
20566,2014-08-04,TSCO
20567,2014-11-03,TSCO
20587,2011-11-14,TSLA
20661,2024-02-27,TKO
20679,2010-07-22,TRV
20680,2010-10-21,TRV
20682,2010-08-09,TMUS
20704,2010-11-02,TSCO
20705,2011-02-23,TSCO
20707,2012-08-06,TSCO
20709,2015-05-07,TSCO
20710,2016-11-04,TSCO
20713,2009-11-04,TPR
20714,2010-02-03,TPR
20715,2010-05-05,TPR
20718,2009-08-04,WBD
20732,2011-08-12,TSLA
20733,2022-02-08,TTWO
20736,2022-11-08,TTWO
20737,2023-02-07,TTWO
20739,2009-07-29,TXN
20741,2010-11-04,TXN
20742,2011-02-25,TXN
20795,2010-02-18,TRV
20803,2019-05-08,TYL
20804,2019-02-20,TYL
20805,2019-10-30,TYL
20806,2020-07-29,TYL
20809,2011-05-03,TSCO
20811,2013-05-06,TSCO
20812,2013-08-05,TSCO
20831,2012-02-27,TSLA
20848,2009-10-30,TXN
20860,2010-08-03,UDR
20862,2012-05-02,UDR
20863,2011-08-05,UDR
20890,2010-11-05,UHS
20898,2012-10-25,TYL
20904,2015-10-21,TYL
20920,2013-12-05,ULTA
20926,2018-08-30,ULTA
20927,2018-12-06,ULTA
20931,2010-02-23,TXN
20937,2022-08-25,ULTA
20938,2022-12-01,ULTA
20978,2014-02-19,TYL
20979,2014-04-23,TYL
20982,2010-08-09,UHS
20983,2018-02-21,TYL
20984,2018-05-10,TYL
20985,2020-02-19,TYL
20986,2020-04-29,TYL
21007,2016-03-30,ULTA
21016,2020-03-02,UBER
21017,2019-08-09,UBER
21018,2019-11-05,UBER
21019,2020-03-27,ULTA
21025,2023-03-24,ULTA
21026,2023-05-25,ULTA
21027,2023-08-24,ULTA
21029,2010-02-10,UNH
21060,2010-02-19,VTR
21071,2014-04-02,ULTA
21072,2013-06-11,ULTA
21073,2013-09-12,ULTA
21077,2011-02-25,WAB
21078,2019-08-29,ULTA
21079,2019-12-05,ULTA
21131,2020-05-07,VTRS
21155,2010-02-26,WAT
21181,2009-11-03,WBD
21184,2014-03-31,WDAY
21196,2013-12-02,WDAY
21197,2013-03-22,WDAY
21198,2014-06-06,WDAY
21201,2014-09-02,WDAY
21206,2010-02-22,WBD
21209,2016-06-01,WDAY
21210,2016-09-02,WDAY
21211,2016-12-02,WDAY
21212,2017-03-20,WDAY
21216,2018-06-01,WDAY
21217,2018-09-05,WDAY
21218,2018-12-03,WDAY
21220,2012-12-07,WDAY
21223,2014-12-05,WDAY
21224,2015-06-05,WDAY
21225,2015-09-04,WDAY
21226,2015-12-04,WDAY
21233,2015-03-25,WDAY
21238,2010-08-13,WDC
21239,2019-05-30,WDAY
21240,2019-08-30,WDAY
21241,2019-12-04,WDAY
21242,2019-03-18,WDAY
21252,2009-10-29,WDC
21253,2010-01-29,WDC
21254,2010-04-30,WDC
21274,2009-08-04,WEC
21299,2009-10-30,WEC
21346,2010-08-06,WELL
21347,2010-11-08,WELL
21391,2009-08-07,WFC
21392,2009-11-06,WFC
21403,2009-07-31,XEL
21495,2009-10-29,WMB
21539,2010-03-30,WMT
21540,2011-03-30,WMT
21598,2024-03-20,WSM
21605,2026-05-22,WSM
21606,2010-11-05,WST
21610,2011-02-28,WRB
21611,2011-05-06,WRB
21612,2010-08-06,WRB
21613,2010-11-08,WRB
21622,2014-05-12,WRB
21623,2014-08-07,WRB
21624,2014-11-07,WRB
21625,2015-05-04,WRB
21626,2015-08-07,WRB
21627,2015-11-09,WRB
21628,2011-02-28,WST
21631,2016-05-10,WRB
21632,2016-08-05,WRB
21633,2016-11-07,WRB
21634,2017-05-05,WRB
21636,2017-08-07,WRB
21639,2017-11-08,WRB
21640,2018-05-07,WRB
21641,2019-05-08,WRB
21642,2019-08-05,WRB
21643,2019-11-07,WRB
21644,2020-05-04,WRB
21647,2020-08-03,WRB
21648,2020-11-05,WRB
21649,2021-02-18,WRB
21650,2022-05-03,WRB
21651,2022-08-02,WRB
21652,2022-11-04,WRB
21653,2024-02-23,WRB
21654,2024-05-03,WRB
21655,2024-08-02,WRB
21656,2024-11-04,WRB
21657,2025-05-02,WRB
21658,2025-08-04,WRB
21659,2025-11-03,WRB
21660,2026-02-27,WRB
21661,2026-05-01,WRB
21676,2017-06-02,WSM
21677,2018-09-07,WSM
21678,2018-12-07,WSM
21698,2023-05-26,WSM
21699,2023-09-01,WSM
21700,2023-11-28,WSM
21701,2024-05-24,WSM
21702,2025-08-29,WSM
21703,2025-11-25,WSM
21704,2026-03-26,WSM
21705,2010-08-05,WST
21727,2010-08-06,WTW
21728,2010-11-05,WTW
21758,2009-08-10,WY
21759,2009-11-06,WY
21760,2010-02-26,WY
21761,2010-05-07,WY
21766,2010-08-13,WY
21771,2010-11-05,WY
21772,2012-02-22,WY
21777,2012-05-04,WY
21778,2011-08-05,WY
21779,2011-11-04,WY
21783,2013-04-30,WY
21784,2013-08-01,WY
21785,2013-11-04,WY
21797,2011-02-25,WY
21798,2011-05-06,WY
21936,2009-08-05,XOM
21978,2011-11-21,XYL
21995,2010-11-05,ZBRA
22070,2009-10-13,YUM
22155,2010-08-17,ZBRA
22156,2011-02-24,ZBRA
22157,2012-02-23,ZBRA
22158,2012-05-02,ZBRA
22159,2012-08-01,ZBRA
22160,2012-11-07,ZBRA
22161,2013-02-21,ZBRA
22162,2013-05-02,ZBRA
22163,2013-08-06,ZBRA
22164,2013-11-05,ZBRA
22230,2011-02-25,ALB
22242,2010-11-03,AMD
22244,2016-08-01,AMP
22245,2025-10-31,AMP
22246,2009-10-30,AXP
22254,2011-08-05,BX
22286,2026-02-19,AMP
22317,2023-05-03,F
22320,2015-02-27,ALLE
22322,2026-02-11,F
22323,2026-04-30,F
22330,2010-08-05,ALGN
22340,2011-01-10,FDS
22345,2009-12-11,AMAT
22346,2011-04-06,FDS
22360,2013-08-08,FFIV
22361,2014-05-08,FFIV
22362,2016-11-04,FFIV
22393,2011-02-25,BX
